"accession"	"altitude"	"assembly_quality"	"assembly_software"	"base_count"	"binning_software"	"bio_material"	"broker_name"	"cell_line"	"cell_type"	"center_name"	"checklist"	"collected_by"	"collection_date"	"collection_date_submitted"	"completeness_score"	"contamination_score"	"country"	"cram_index_aspera"	"cram_index_ftp"	"cram_index_galaxy"	"cultivar"	"culture_collection"	"depth"	"description"	"dev_stage"	"ecotype"	"elevation"	"environment_biome"	"environment_feature"	"environment_material"	"environmental_package"	"environmental_sample"	"experiment_accession"	"experiment_alias"	"experiment_title"	"experimental_factor"	"fastq_aspera"	"fastq_bytes"	"fastq_ftp"	"fastq_galaxy"	"fastq_md5"	"first_created"	"first_public"	"germline"	"host"	"host_body_site"	"host_genotype"	"host_gravidity"	"host_growth_conditions"	"host_phenotype"	"host_sex"	"host_status"	"host_tax_id"	"identified_by"	"instrument_model"	"instrument_platform"	"investigation_type"	"isolate"	"isolation_source"	"last_updated"	"lat"	"library_construction_protocol"	"library_layout"	"library_name"	"library_selection"	"library_source"	"library_strategy"	"location"	"lon"	"mating_type"	"nominal_length"	"nominal_sdev"	"parent_study"	"ph"	"project_name"	"protocol_label"	"read_count"	"run_accession"	"run_alias"	"salinity"	"sample_accession"	"sample_alias"	"sample_capture_status"	"sample_collection"	"sample_description"	"sample_material"	"sample_title"	"replicate"	"DepMap_ID"	"CCLE_Name"	"cell_line_name"	"condition"	"pert_concentration"	"pert_concentration_units"	"pert_time"	"pert_time_units"	"sampling_campaign"	"sampling_platform"	"sampling_site"	"scientific_name"	"secondary_sample_accession"	"secondary_study_accession"	"sequencing_method"	"serotype"	"serovar"	"sex"	"specimen_voucher"	"sra_aspera"	"sra_bytes"	"sra_ftp"	"sra_galaxy"	"sra_md5"	"strain"	"study_accession"	"study_alias"	"study_title"	"sub_species"	"sub_strain"	"submission_accession"	"submission_tool"	"submitted_aspera"	"submitted_bytes"	"submitted_format"	"submitted_ftp"	"submitted_galaxy"	"submitted_host_sex"	"submitted_md5"	"submitted_sex"	"target_gene"	"tax_id"	"taxonomic_classification"	"taxonomic_identity_marker"	"temperature"	"tissue_lib"	"tissue_type"	"variety"
"SAMN17094285"				43009157700				"HEK293T"		"SUB8746411"														"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: DMSO control"								"false"	"SRX9691640"	"Control"	"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: DMSO control"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/002/SRR13261102/SRR13261102_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/002/SRR13261102/SRR13261102_2.fastq.gz"	"10969940551;12931176307"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/002/SRR13261102/SRR13261102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/002/SRR13261102/SRR13261102_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/002/SRR13261102/SRR13261102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/002/SRR13261102/SRR13261102_2.fastq.gz"	"14a30733bf1cf8f7e68d987a18868d42;2863e31e89d249a73e47b8669c5d9a63"	2021-01-04	2021-01-04	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2021-01-04			"PAIRED"	"Control"	"Oligo-dT"	"TRANSCRIPTOMIC"	"RNA-Seq"										143363859	"SRR13261102"	"ControlA_1.fq.gz"		"SAMN17094285"	"Control"			"DMSO control"		"DMSO control"	1			"HEK293T_KIDNEY"	"DMSO"								"Homo sapiens"	"SRS7888589"	"SRP298200"				"female"		"fasp.sra.ebi.ac.uk:/vol1/srr/SRR132/002/SRR13261102"	17206037628	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/002/SRR13261102"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/002/SRR13261102"	"b2622272eb06e114c550a5831ae07971"		"PRJNA685790"	"PRJNA685790"	"Transcriptome of HEK293T cells exposed to varying doses of Pladienolide B"			"SRA1172262"									"female"		9606					"embryonic"	
"SAMN17094288"				46151265900				"HEK293T"		"SUB8746411"														"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: heat shock 42C 1 hr"								"false"	"SRX9691639"	"Stress"	"Illumina HiSeq 2500 sequencing; RNA-seq of HEK293T cells: heat shock 42C 1 hr"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/003/SRR13261103/SRR13261103_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR132/003/SRR13261103/SRR13261103_2.fastq.gz"	"11957156901;14138877706"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/003/SRR13261103/SRR13261103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/003/SRR13261103/SRR13261103_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/003/SRR13261103/SRR13261103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR132/003/SRR13261103/SRR13261103_2.fastq.gz"	"13ea4e98dea9346071970a6f8509207d;3a5f1f2593b44bffe2444c6c7bc5c48a"	2021-01-04	2021-01-04	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2021-01-04			"PAIRED"	"Stress"	"Oligo-dT"	"TRANSCRIPTOMIC"	"RNA-Seq"										153837553	"SRR13261103"	"Stress_A_1.fq.gz"		"SAMN17094288"	"Stress"			"heat shock 42C"		"heat shock 42C"	1			"HEK293T_KIDNEY"	"HEAT_SHOCK"								"Homo sapiens"	"SRS7888591"	"SRP298200"				"female"		"fasp.sra.ebi.ac.uk:/vol1/srr/SRR132/003/SRR13261103"	18825716967	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/003/SRR13261103"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR132/003/SRR13261103"	"b8707af8360670deaa50c421506b58cb"		"PRJNA685790"	"PRJNA685790"	"Transcriptome of HEK293T cells exposed to varying doses of Pladienolide B"			"SRA1172262"									"female"		9606					"embryonic"	
"SAMN29969630"				13848446804				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394776: CHL1 cell, control,72 hours, 1; Homo sapiens; RNA-Seq"								"false"	"SRX16671708"	"GSM6394776_r1"	"NextSeq 500 sequencing; GSM6394776: CHL1 cell, control,72 hours, 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/072/SRR20648572/SRR20648572_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/072/SRR20648572/SRR20648572_2.fastq.gz"	"4369314491;4412348070"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/072/SRR20648572/SRR20648572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/072/SRR20648572/SRR20648572_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/072/SRR20648572/SRR20648572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/072/SRR20648572/SRR20648572_2.fastq.gz"	"24e22adc5790ab9e5a9066167148757b;9b56042915caa1879636e921aef50cec"	2022-08-22	2022-08-22	"false"											"NextSeq 500"	"ILLUMINA"				2022-08-23		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394776"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				46471298	"SRR20648572"	"GSM6394776_r1"		"SAMN29969630"	"GSM6394776"			"CHL1 cell, control,72 hours, 1"		"CHL1 cell, control,72 hours, 1"	1	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"DMSO"			72	"hours"				"Homo sapiens"	"SRS14303589"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/072/SRR20648572"	6467804751	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/072/SRR20648572"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/072/SRR20648572"	"cffb7ca6e4eab63753f9af7418b645f1"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN29969629"				13319607362				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394777: CHL1 cell, control,72 hours, 2; Homo sapiens; RNA-Seq"								"false"	"SRX16671707"	"GSM6394777_r1"	"NextSeq 500 sequencing; GSM6394777: CHL1 cell, control,72 hours, 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/073/SRR20648573/SRR20648573_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/073/SRR20648573/SRR20648573_2.fastq.gz"	"4208482426;4256646755"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/073/SRR20648573/SRR20648573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/073/SRR20648573/SRR20648573_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/073/SRR20648573/SRR20648573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/073/SRR20648573/SRR20648573_2.fastq.gz"	"a4f0101efaface1184c71aa5258305cf;d0a2419bd519134dfadb68870fa54948"	2022-08-22	2022-08-22	"false"											"NextSeq 500"	"ILLUMINA"				2022-08-22		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394777"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				44696669	"SRR20648573"	"GSM6394777_r1"		"SAMN29969629"	"GSM6394777"			"CHL1 cell, control,72 hours, 2"		"CHL1 cell, control,72 hours, 2"	2	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"DMSO"			72	"hours"				"Homo sapiens"	"SRS14303588"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/073/SRR20648573"	6236128310	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/073/SRR20648573"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/073/SRR20648573"	"d827124b2ffc7c64031c3e7b3858e8d1"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN29969628"				13353733726				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394778: CHL1 cell, CDK4/6 inhibition,72 hours, 1; Homo sapiens; RNA-Seq"								"false"	"SRX16671706"	"GSM6394778_r1"	"NextSeq 500 sequencing; GSM6394778: CHL1 cell, CDK4/6 inhibition,72 hours, 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/074/SRR20648574/SRR20648574_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/074/SRR20648574/SRR20648574_2.fastq.gz"	"4218657707;4265544670"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/074/SRR20648574/SRR20648574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/074/SRR20648574/SRR20648574_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/074/SRR20648574/SRR20648574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/074/SRR20648574/SRR20648574_2.fastq.gz"	"bd4f7406a4f2a69948e2136b23209669;cbd9c3d1ddf315126e368cc498c63a0f"	2022-08-22	2022-08-22	"false"											"NextSeq 500"	"ILLUMINA"				2022-08-23		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394778"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				44811187	"SRR20648574"	"GSM6394778_r1"		"SAMN29969628"	"GSM6394778"			"CHL1 cell, CDK4/6 inhibition,72 hours, 1"		"CHL1 cell, CDK4/6 inhibition,72 hours, 1"	1	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"PALBOCICLIB"	1	"micromolar"	72	"hours"				"Homo sapiens"	"SRS14303587"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/074/SRR20648574"	6277766010	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/074/SRR20648574"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/074/SRR20648574"	"923d73931ea06c260d9404781fb1b4e8"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN29969627"				13329622546				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394779: CHL1 cell, CDK4/6 inhibition,72 hours, 2; Homo sapiens; RNA-Seq"								"false"	"SRX16671705"	"GSM6394779_r1"	"NextSeq 500 sequencing; GSM6394779: CHL1 cell, CDK4/6 inhibition,72 hours, 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/075/SRR20648575/SRR20648575_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/075/SRR20648575/SRR20648575_2.fastq.gz"	"4217627497;4264433710"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/075/SRR20648575/SRR20648575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/075/SRR20648575/SRR20648575_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/075/SRR20648575/SRR20648575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/075/SRR20648575/SRR20648575_2.fastq.gz"	"d6a7620ea9c0ab5e2cbafe4522f93a53;8549323fcc9f7fba306b29c90f98e6f6"	2022-08-12	2022-08-12	"false"											"NextSeq 500"	"ILLUMINA"				2022-08-25		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394779"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				44730277	"SRR20648575"	"GSM6394779_r1"		"SAMN29969627"	"GSM6394779"			"CHL1 cell, CDK4/6 inhibition,72 hours, 2"		"CHL1 cell, CDK4/6 inhibition,72 hours, 2"	2	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"PALBOCICLIB"	1	"micromolar"	72	"hours"				"Homo sapiens"	"SRS14303586"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/075/SRR20648575"	6260583818	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/075/SRR20648575"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/075/SRR20648575"	"1a6fb28e28f086c3970efbf7f09e6770"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN29969626"				15732559850				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394780: CHL1 cell, PRMT5 inhibition,72 hours, 1; Homo sapiens; RNA-Seq"								"false"	"SRX16671704"	"GSM6394780_r1"	"NextSeq 500 sequencing; GSM6394780: CHL1 cell, PRMT5 inhibition,72 hours, 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/076/SRR20648576/SRR20648576_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/076/SRR20648576/SRR20648576_2.fastq.gz"	"4896543733;4958772051"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/076/SRR20648576/SRR20648576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/076/SRR20648576/SRR20648576_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/076/SRR20648576/SRR20648576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/076/SRR20648576/SRR20648576_2.fastq.gz"	"23e8a840237a1778ff99e420c4903e58;2db6e4271b0641b2b614a02c00baa6de"	2022-08-22	2022-08-22	"false"											"NextSeq 500"	"ILLUMINA"				2022-08-23		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394780"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				52793825	"SRR20648576"	"GSM6394780_r1"		"SAMN29969626"	"GSM6394780"			"CHL1 cell, PRMT5 inhibition,72 hours, 1"		"CHL1 cell, PRMT5 inhibition,72 hours, 1"	1	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"GSK3326595"	500	"nanomolar"	72	"hours"				"Homo sapiens"	"SRS14303585"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/076/SRR20648576"	7235326526	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/076/SRR20648576"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/076/SRR20648576"	"def2b17f9f37e4338d080070a78b4f61"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN29969625"				15557416310				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394781: CHL1 cell, PRMT5 inhibition,72 hours, 2; Homo sapiens; RNA-Seq"								"false"	"SRX16671703"	"GSM6394781_r1"	"NextSeq 500 sequencing; GSM6394781: CHL1 cell, PRMT5 inhibition,72 hours, 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/077/SRR20648577/SRR20648577_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/077/SRR20648577/SRR20648577_2.fastq.gz"	"4856612877;4951971058"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/077/SRR20648577/SRR20648577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/077/SRR20648577/SRR20648577_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/077/SRR20648577/SRR20648577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/077/SRR20648577/SRR20648577_2.fastq.gz"	"9a69a69859d5bcd74db53bbb944d55c0;1b61c2f4b9c8172b7b543fa6c1ba8ee0"	2022-08-19	2022-08-19	"false"											"NextSeq 500"	"ILLUMINA"				2022-10-28		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394781"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				52206095	"SRR20648577"	"GSM6394781_r1"		"SAMN29969625"	"GSM6394781"			"CHL1 cell, PRMT5 inhibition,72 hours, 2"		"CHL1 cell, PRMT5 inhibition,72 hours, 2"	2	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"GSK3326595"	500	"nanomolar"	72	"hours"				"Homo sapiens"	"SRS14303583"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/077/SRR20648577"	7220355005	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/077/SRR20648577"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/077/SRR20648577"	"71edce1a7ff8a93018351b309a820b04"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN29969624"				13424206554				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394782: CHL1 cell, CDK4/6 inhibition,6 days, 1; Homo sapiens; RNA-Seq"								"false"	"SRX16671702"	"GSM6394782_r1"	"NextSeq 500 sequencing; GSM6394782: CHL1 cell, CDK4/6 inhibition,6 days, 1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/078/SRR20648578/SRR20648578_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/078/SRR20648578/SRR20648578_2.fastq.gz"	"4207301312;4254476110"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/078/SRR20648578/SRR20648578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/078/SRR20648578/SRR20648578_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/078/SRR20648578/SRR20648578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/078/SRR20648578/SRR20648578_2.fastq.gz"	"98fb69cb3bdb16edadc7a790eb39cb1a;46281c564e8ec315c288eeb4ff343b75"	2022-08-11	2022-08-11	"false"											"NextSeq 500"	"ILLUMINA"				2022-08-25		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394782"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				45047673	"SRR20648578"	"GSM6394782_r1"		"SAMN29969624"	"GSM6394782"			"CHL1 cell, CDK4/6 inhibition,6 days, 1"		"CHL1 cell, CDK4/6 inhibition,6 days, 1"	1	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"PALBOCICLIB"			144	"hours"				"Homo sapiens"	"SRS14303584"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/078/SRR20648578"	6298845646	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/078/SRR20648578"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/078/SRR20648578"	"d70b5daaa75f15c06707fda926a1bc17"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN29969623"				11448276430				"CHL1"	"melanoma cell"															"NextSeq 500 sequencing; GSM6394783: CHL1 cell, CDK4/6 inhibition,6 days, 2; Homo sapiens; RNA-Seq"								"false"	"SRX16671701"	"GSM6394783_r1"	"NextSeq 500 sequencing; GSM6394783: CHL1 cell, CDK4/6 inhibition,6 days, 2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/079/SRR20648579/SRR20648579_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR206/079/SRR20648579/SRR20648579_2.fastq.gz"	"3615296731;3815524875"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/079/SRR20648579/SRR20648579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/079/SRR20648579/SRR20648579_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/079/SRR20648579/SRR20648579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR206/079/SRR20648579/SRR20648579_2.fastq.gz"	"aa029303ddebde8a7572572590a5557e;231192442920ac435420bb443ed75b58"	2022-08-22	2022-08-22	"false"											"NextSeq 500"	"ILLUMINA"				2022-08-23		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM6394783"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				38417035	"SRR20648579"	"GSM6394783_r1"		"SAMN29969623"	"GSM6394783"			"CHL1 cell, CDK4/6 inhibition,6 days, 2"		"CHL1 cell, CDK4/6 inhibition,6 days, 2"	2	"ACH-001024"	"CHL1_SKIN"	"CHL1_SKIN"	"PALBOCICLIB"			144	"hours"				"Homo sapiens"	"SRS14303582"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR206/079/SRR20648579"	5526983043	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/079/SRR20648579"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR206/079/SRR20648579"	"3f96c43c907a988dde1451fb93ff7de9"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1462717"											9606						
"SAMN33709387"				14520064602				"A375"	"melanoma cell"															"NextSeq 500 sequencing; GSM7090993: A375 cell, CDK4/6 inhibition,6 days [SA-SPLICE19-4_S4]; Homo sapiens; RNA-Seq"								"false"	"SRX19630389"	"GSM7090993_r1"	"NextSeq 500 sequencing; GSM7090993: A375 cell, CDK4/6 inhibition,6 days [SA-SPLICE19-4_S4]; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR237/093/SRR23798293/SRR23798293_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR237/093/SRR23798293/SRR23798293_2.fastq.gz"	"2652347571;2656781079"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR237/093/SRR23798293/SRR23798293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR237/093/SRR23798293/SRR23798293_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR237/093/SRR23798293/SRR23798293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR237/093/SRR23798293/SRR23798293_2.fastq.gz"	"1e2f5b597b0a171f517e922d6236c3a2;5cf4e11d0b5dee98e382cd47c17cf02b"	2023-03-17	2023-03-17	"false"											"NextSeq 500"	"ILLUMINA"				2023-03-21		"total RNA was isolated using the RNeasy Mini kit (QIAGEN) following the manufacturer&apos;s instructions. Approximately 1 μg of RNA was used for library preparation according to standard protocols (TruSeq RNA; Illumina)."	"PAIRED"	"GSM7090993"	"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				48725049	"SRR23798293"	"GSM7090993_r1"		"SAMN33709387"	"GSM7090993"			"A375 cell, CDK4/6 inhibition,6 days [SA-SPLICE19-4_S4]"		"A375 cell, CDK4/6 inhibition,6 days [SA-SPLICE19-4_S4]"	1	"ACH-000219"	"A375_SKIN"	"A375_SKIN"	"PALBOCICLIB"			144	"hours"				"Homo sapiens"	"SRS16999943"	"SRP388148"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR237/093/SRR23798293"	3650791705	"ftp.sra.ebi.ac.uk/vol1/srr/SRR237/093/SRR23798293"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR237/093/SRR23798293"	"98bb55a91f6974a649bfbf5d0377e9d1"		"PRJNA862346"	"GSE209753"	"PRMT5 and CDK4/6 inhibition result in distinctive patterns of alternative splicing"			"SRA1602484"											9606					"SA-SPLICE19-4_S4"	
